,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
2546,Maruti Ritz VXi,Hyderabad,2012,68000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,4.4,13,Maruti,RitzVXi
2549,Maruti Swift Dzire VXI,Pune,2014,68218,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.9,11,Maruti,SwiftDzire
2550,Maruti Ertiga ZDI,Delhi,2014,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,5.95,11,Maruti,ErtigaZDI
2559,Maruti Swift VDI,Chennai,2012,78000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.4,13,Maruti,SwiftVDI
2564,Maruti Swift Dzire VDI,Coimbatore,2014,67557,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.17,11,Maruti,SwiftDzire
2571,Maruti Swift Dzire ZDI,Kochi,2015,35082,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,6.61,10,Maruti,SwiftDzire
2581,Maruti Celerio ZXI AT,Pune,2016,54000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.5,9,Maruti,CelerioZXI
2583,Maruti Swift Dzire VDi,Kolkata,2015,35000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,4.75,10,Maruti,SwiftDzire
2589,Maruti Wagon R VXI AMT,Mumbai,2016,8000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,6.14 Lakh,4.15,9,Maruti,WagonR
2592,Maruti Alto K10 VXI,Mumbai,2016,13198,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.82 Lakh,3.15,9,Maruti,AltoK10
2601,Maruti Swift Dzire VDI,Kolkata,2013,22000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.5,12,Maruti,SwiftDzire
2606,Maruti Ciaz ZDi Plus,Kolkata,2015,62144,Diesel,Manual,Second,26.21 kmpl,1248 CC,88.5 bhp,5,,5.75,10,Maruti,CiazZDi
2611,Maruti Ritz VDi,Pune,2012,23598,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.52,13,Maruti,RitzVDi
2613,Maruti Swift Dzire LDI,Pune,2016,39000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.8,9,Maruti,SwiftDzire
2614,Maruti Swift Dzire VDI,Hyderabad,2013,84175,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,6.95,12,Maruti,SwiftDzire
2617,Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,4.25,13,Maruti,SwiftDzire
2627,Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,Petrol,Manual,Second,24.7 kmpl,796 CC,47.3 bhp,5,,2.75,11,Maruti,Alto800
2629,Maruti Ertiga ZDI,Hyderabad,2013,120000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,7.0,12,Maruti,ErtigaZDI
2640,Maruti Swift VDI BSIV,Pune,2007,121000,Diesel,Manual,Second,17.8 kmpl,1248 CC,null bhp,5,,2.35,18,Maruti,SwiftVDI
2643,Maruti Swift Dzire VDi,Hyderabad,2009,88096,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,3.5,16,Maruti,SwiftDzire
2651,Maruti Baleno Zeta 1.2,Delhi,2018,22900,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,7.0,7,Maruti,BalenoZeta
2656,Maruti Wagon R VXI,Pune,2002,93000,Petrol,Manual,Third,18.9 kmpl,998 CC,67.1 bhp,5,,1.0,23,Maruti,WagonR
2662,Maruti Ciaz ZXi Plus,Chennai,2015,30000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,6.7,10,Maruti,CiazZXi
2665,Maruti Alto K10 VXI,Kochi,2018,46805,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.09 Lakh,3.63,7,Maruti,AltoK10
2666,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5,,4.8,10,Maruti,SwiftDzire
2675,Maruti Wagon R VXi BSII,Pune,2012,82000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.3,13,Maruti,WagonR
2677,Maruti A-Star Lxi,Hyderabad,2009,61964,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.25,16,Maruti,A-StarLxi
2678,Maruti Wagon R LXI,Kochi,2011,15466,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.04 Lakh,3.36,14,Maruti,WagonR
2683,Maruti Celerio ZXI Optional,Hyderabad,2017,26400,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.99,8,Maruti,CelerioZXI
2694,Maruti Wagon R VXI,Kochi,2014,41994,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.12 Lakh,3.41,11,Maruti,WagonR
2700,Maruti Wagon R VXI 1.2,Jaipur,2015,64876,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,5.71 Lakh,3.5,10,Maruti,WagonR
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.56 Lakh,10.34,8,Maruti,VitaraBrezza
2707,Maruti Vitara Brezza VDi Option,Kochi,2018,51921,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,8.62,7,Maruti,VitaraBrezza
2708,Maruti Swift Dzire VDI,Mumbai,2017,18414,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,7.25,8,Maruti,SwiftDzire
2715,Maruti Swift AMT DDiS VDI,Chennai,2018,11000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,,8.0,7,Maruti,SwiftAMT
2717,Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.35,9,Maruti,WagonR
2728,Maruti Baleno Alpha CVT,Kochi,2019,13574,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,10.3 Lakh,9.51,6,Maruti,BalenoAlpha
2730,Maruti Swift Dzire VXI,Coimbatore,2014,58310,Petrol,Manual,Second,19.1 kmpl,1197 CC,85.8 bhp,5,,5.39,11,Maruti,SwiftDzire
2731,Maruti Swift Dzire VDi,Pune,2009,90000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,3.0,16,Maruti,SwiftDzire
2732,Maruti Swift Dzire ZDI,Jaipur,2012,83000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.3,13,Maruti,SwiftDzire
2733,Maruti Swift Dzire ZXI,Jaipur,2017,37282,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,6.75,8,Maruti,SwiftDzire
2741,Maruti Alto LX BSIII,Ahmedabad,2007,72000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,,1.2,18,Maruti,AltoLX
2744,Maruti Ritz VDi,Hyderabad,2012,78401,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.9,13,Maruti,RitzVDi
2745,Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.12 Lakh,9.13,8,Maruti,VitaraBrezza
2746,Maruti Eeco 7 Seater Standard,Pune,2011,45000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.69 Lakh,2.25,14,Maruti,Eeco7
2747,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2012,83000,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5,,3.25,13,Maruti,SwiftDzire
2749,Maruti Wagon R LXI,Mumbai,2010,37822,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.04 Lakh,2.35,15,Maruti,WagonR
2750,Maruti Celerio ZDi,Kolkata,2015,33517,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5,,3.1,10,Maruti,CelerioZDi
2756,Maruti Swift VXI Optional,Kochi,2017,26327,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.86,8,Maruti,SwiftVXI
2758,Maruti Swift VDI Optional,Coimbatore,2018,61386,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,7.05,7,Maruti,SwiftVDI
2759,Maruti Swift AMT VDI,Delhi,2018,11500,Diesel,Automatic,First,28.4 kmpl,1248 CC,74 bhp,5,,7.5,7,Maruti,SwiftAMT
2770,Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.78 Lakh,6.75,9,Maruti,BalenoAlpha
2776,Maruti Swift Dzire VDI,Ahmedabad,2017,26000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.5,8,Maruti,SwiftDzire
2781,Maruti Alto LXi,Kolkata,2010,38127,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.55,15,Maruti,AltoLXi
2789,Maruti Baleno Delta 1.2,Coimbatore,2018,25093,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,7.76,7,Maruti,BalenoDelta
2802,Maruti Swift VXi BSIV,Pune,2017,12000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,,5.5,8,Maruti,SwiftVXi
2804,Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,4.29,7,Maruti,Alto800
2805,Maruti Swift VXI,Delhi,2014,55000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.2,11,Maruti,SwiftVXI
2810,Maruti Wagon R LXI Optional,Kolkata,2016,4800,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.6,9,Maruti,WagonR
2814,Maruti Swift Dzire VXi,Mumbai,2009,54540,Petrol,Manual,Third,17.5 kmpl,1298 CC,85.8 bhp,5,,2.65,16,Maruti,SwiftDzire
2815,Maruti Swift Dzire ZXi,Delhi,2015,58400,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,5.5,10,Maruti,SwiftDzire
2817,Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.1,9,Maruti,CiazZDi
2825,Maruti Swift VXi BSIV,Pune,2015,13769,Petrol,Manual,Second,16.1 kmpl,1197 CC,85 bhp,5,,4.41,10,Maruti,SwiftVXi
2829,Maruti Wagon R Stingray VXI,Delhi,2013,32378,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,2.8,12,Maruti,WagonR
2834,Maruti Swift VDI BSIV,Chennai,2015,23000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,6.5,10,Maruti,SwiftVDI
2843,Maruti Wagon R AMT VXI,Kochi,2018,27413,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,5.18,7,Maruti,WagonR
2844,Maruti Wagon R LX BSIII,Pune,2007,90000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,1.24,18,Maruti,WagonR
2848,Maruti Wagon R LXI BS IV,Delhi,2014,65694,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.25,11,Maruti,WagonR
2849,Maruti Omni MPI CARGO BSIV,Kolkata,2015,23000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5,,1.5,10,Maruti,OmniMPI
2858,Maruti Swift Dzire VXI,Kochi,2018,10671,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,6.51,7,Maruti,SwiftDzire
2864,Maruti Swift Dzire Ldi BSIV,Kolkata,2015,40082,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,4.76,10,Maruti,SwiftDzire
2868,Maruti Swift Dzire VDI,Hyderabad,2013,69000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.75,12,Maruti,SwiftDzire
2872,Maruti Wagon R Stingray VXI,Kolkata,2014,23840,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.0,11,Maruti,WagonR
2891,Maruti Swift VDI BSIV,Bangalore,2013,58291,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,5.0,12,Maruti,SwiftVDI
2901,Maruti Swift Dzire VDI,Delhi,2014,52000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.25,11,Maruti,SwiftDzire
2902,Maruti Ciaz ZXi,Kolkata,2015,25470,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,5.9,10,Maruti,CiazZXi
2908,Maruti Swift Ldi BSIII,Chennai,2007,140000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5,,2.0,18,Maruti,SwiftLdi
2917,Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,Petrol,Automatic,First,20.89 kmpl,1197 CC,81.80 bhp,5,7.96 Lakh,7.36,6,Maruti,Ignis1.2
2927,Maruti Celerio ZXI AT,Jaipur,2016,30000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5,,4.25,9,Maruti,CelerioZXI
2939,Maruti Swift VXI BSIII,Chennai,2008,86700,Petrol,Manual,Second,16.1 kmpl,1298 CC,88.2 bhp,5,,2.4,17,Maruti,SwiftVXI
2940,Maruti Baleno Alpha 1.3,Kolkata,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,6.5,9,Maruti,BalenoAlpha
2942,Maruti Celerio VXI AT,Mumbai,2015,33000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.99,10,Maruti,CelerioVXI
2950,Maruti Swift VDI,Kolkata,2014,35010,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,3.5,11,Maruti,SwiftVDI
2951,Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,2012,75451,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5,,3.78,13,Maruti,SwiftDzire
2954,Maruti Swift VXI BSIV,Delhi,2016,30000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.0,9,Maruti,SwiftVXI
2955,Maruti Ertiga ZDI,Chennai,2012,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,7.0,13,Maruti,ErtigaZDI
2966,Maruti Swift Dzire LDI,Delhi,2015,37857,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.85,10,Maruti,SwiftDzire
2967,Maruti Swift VDI BSIV,Jaipur,2014,71000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,4.8,11,Maruti,SwiftVDI
2975,Maruti Ritz VXI,Hyderabad,2014,32500,Petrol,Manual,Second,21.1 kmpl,1197 CC,85.80 bhp,5,,4.05,11,Maruti,RitzVXI
2977,Maruti Dzire VXI,Hyderabad,2013,34900,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,7.97 Lakh,5.49,12,Maruti,DzireVXI
2979,Maruti Swift VDi BSIII W/ ABS,Jaipur,2015,50000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,5.7,10,Maruti,SwiftVDi
2984,Maruti Ritz LXi,Mumbai,2016,12000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,3.65,9,Maruti,RitzLXi
2989,Maruti Wagon R LXI,Mumbai,2014,25422,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.04 Lakh,3.25,11,Maruti,WagonR
2990,Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.66 Lakh,9.25,7,Maruti,ErtigaVDI
2991,Maruti Alto LXi BSIII,Hyderabad,2008,66000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.7,17,Maruti,AltoLXi
2992,Maruti A-Star Vxi,Kochi,2010,55324,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.87,15,Maruti,A-StarVxi
3001,Maruti Swift Dzire VDI,Bangalore,2014,29000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.75,11,Maruti,SwiftDzire
3002,Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,6.99 Lakh,2.8,15,Maruti,SwiftVXI
3004,Maruti Ritz VDi,Pune,2012,64290,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.65,13,Maruti,RitzVDi
3010,Maruti Swift Dzire LDi,Jaipur,2008,78000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,2.3,17,Maruti,SwiftDzire
3012,Maruti Swift LDI,Hyderabad,2016,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,7.27 Lakh,5.95,9,Maruti,SwiftLDI
3013,Maruti Celerio VXI AT,Kolkata,2016,30000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.49,9,Maruti,CelerioVXI
3032,Maruti Ritz LDi,Jaipur,2013,65000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.75,12,Maruti,RitzLDi
3035,Maruti Swift Lxi BSIII,Mumbai,2009,53001,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,1.95,16,Maruti,SwiftLxi
3040,Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,7.88 Lakh,5.36,10,Maruti,SwiftVDI
3041,Maruti Ertiga VXI,Delhi,2014,17585,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,6.35,11,Maruti,ErtigaVXI
3048,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,7.9,8,Maruti,VitaraBrezza
3056,Maruti Swift VDI Optional,Chennai,2016,38000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.95,9,Maruti,SwiftVDI
3063,Maruti Ciaz VDi Plus,Jaipur,2016,84085,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,6.9,9,Maruti,CiazVDi
3069,Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,2.4,15,Maruti,SX4ZXI
3074,Maruti Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.9,13,Maruti,SwiftVDI
3091,Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,,2.35,10,Maruti,OmniE
3104,Maruti Swift VDI BSIV,Kolkata,2013,41300,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,3.38,12,Maruti,SwiftVDI
3107,Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,2.9,8,Maruti,Omni8
3110,Maruti Swift VDI BSIV,Kochi,2016,45725,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.34,9,Maruti,SwiftVDI
3111,Maruti Swift LDI BSIV,Jaipur,2014,105000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,3.85,11,Maruti,SwiftLDI
3114,Maruti Ertiga Paseo VDI,Delhi,2016,67000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.7 bhp,7,,6.75,9,Maruti,ErtigaPaseo
3117,Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5,,1.46,16,Maruti,ZenEstilo
3118,Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,,2.8,14,Maruti,RitzVDi
3121,Maruti Swift Dzire ZXi,Mumbai,2009,60000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,2.45,16,Maruti,SwiftDzire
3126,Maruti Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,5.49,9,Maruti,BalenoSigma
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.29 Lakh,9.51,8,Maruti,VitaraBrezza
3133,Maruti Swift Dzire VDi,Hyderabad,2013,83327,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,5.8,12,Maruti,SwiftDzire
3138,Maruti Zen LXI,Jaipur,1998,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,,0.45,27,Maruti,ZenLXI
3150,Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,,7.65,10,Maruti,SCross
3153,Maruti Swift Dzire VXI,Coimbatore,2014,57676,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,6.69,11,Maruti,SwiftDzire
3155,Maruti Omni 8 Seater BSII,Jaipur,2012,65000,Petrol,Manual,First,19.7 kmpl,796 CC,35 bhp,8,,1.55,13,Maruti,Omni8
3160,Maruti Alto 800 LXI,Chennai,2015,63714,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.45,10,Maruti,Alto800
3167,Maruti Swift Dzire LXI,Kolkata,2015,107000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,4.0,10,Maruti,SwiftDzire
3171,Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.9,12,Maruti,RitzVDi
3173,Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4 kmpl,1248 CC,73.75 bhp,5,7.91 Lakh,2.25,13,Maruti,DzireLDI
3177,Maruti Wagon R LXI,Pune,2006,52000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,2.0,19,Maruti,WagonR
3181,Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.51 Lakh,3.45,11,Maruti,WagonR
3182,Maruti Swift Dzire VDI,Kolkata,2013,43284,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.5,12,Maruti,SwiftDzire
3200,Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,1.4,21,Maruti,WagonR
3202,Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.3,11,Maruti,SwiftVDI
3204,Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,6.91,10,Maruti,ErtigaVDI
3206,Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,4.0,15,Maruti,SwiftDzire
3207,Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.65,14,Maruti,RitzVDi
3213,Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.15,10,Maruti,SwiftVXI
3223,Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.25,17,Maruti,A-StarVxi
3228,Maruti 800 Std,Pune,2003,52000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,,0.5,22,Maruti,800Std
3230,Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5,,4.5,11,Maruti,SX4VDI
3239,Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.95 Lakh,4.65,12,Maruti,DzireZDI
3240,Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,3.15,12,Maruti,SwiftLXI
3243,Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.5,13,Maruti,SwiftVDI
3245,Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,4.31,9,Maruti,SwiftVXI
3253,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,,8.94,9,Maruti,SX4S
3255,Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.9,9,Maruti,BalenoAlpha
3262,Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.25,11,Maruti,SwiftDzire
3269,Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,4.38,10,Maruti,RitzVDi
3270,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.9,9,Maruti,CiazZDi
3273,Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.57 Lakh,7.29,7,Maruti,BalenoDelta
3276,Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.5,16,Maruti,AltoLXi
3280,Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.94,10,Maruti,SwiftVDI
3283,Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.17,12,Maruti,SwiftVDI
3284,Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,,1.25,20,Maruti,ZenLXI
3288,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5,,2.45,15,Maruti,SwiftDzire
3298,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,,8.89,8,Maruti,CiazAT
3301,Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,7.0,11,Maruti,ErtigaZDI
3302,Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.95,9,Maruti,Alto800
3315,Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,4.5,13,Maruti,ErtigaVDI
